_time,Rate (Avg) /s
2024-05-09T04:05:30.000000+00:00,190392
2024-05-09T04:06:00.000000+00:00,191120
2024-05-09T04:06:30.000000+00:00,192133
2024-05-09T04:07:00.000000+00:00,192853
2024-05-09T04:07:30.000000+00:00,194062
2024-05-09T04:08:00.000000+00:00,194809
2024-05-09T04:08:30.000000+00:00,195663
2024-05-09T04:09:00.000000+00:00,196766
2024-05-09T04:09:30.000000+00:00,197488
2024-05-09T04:10:00.000000+00:00,198532
2024-05-09T04:10:30.000000+00:00,199823
2024-05-09T04:11:00.000000+00:00,200559
2024-05-09T04:11:30.000000+00:00,201676
2024-05-09T04:12:00.000000+00:00,202822
2024-05-09T04:12:30.000000+00:00,204077
2024-05-09T04:13:00.000000+00:00,204924
2024-05-09T04:13:30.000000+00:00,205740
2024-05-09T04:14:00.000000+00:00,206902
2024-05-09T04:14:30.000000+00:00,207991
2024-05-09T04:15:00.000000+00:00,209040
2024-05-09T04:15:30.000000+00:00,210077
2024-05-09T04:16:00.000000+00:00,210881
2024-05-09T04:16:30.000000+00:00,211845
2024-05-09T04:17:00.000000+00:00,212807
2024-05-09T04:17:30.000000+00:00,213563
2024-05-09T04:18:00.000000+00:00,214840
2024-05-09T04:18:30.000000+00:00,215853
2024-05-09T04:19:00.000000+00:00,216555
2024-05-09T04:19:30.000000+00:00,217654
2024-05-09T04:20:00.000000+00:00,218458
2024-05-09T04:20:30.000000+00:00,219645
2024-05-09T04:21:00.000000+00:00,220934
2024-05-09T04:21:30.000000+00:00,221850
2024-05-09T04:22:00.000000+00:00,223137
2024-05-09T04:22:30.000000+00:00,224318
2024-05-09T04:23:00.000000+00:00,225576
2024-05-09T04:23:30.000000+00:00,227035
2024-05-09T04:24:00.000000+00:00,228044
2024-05-09T04:24:30.000000+00:00,228923
2024-05-09T04:25:00.000000+00:00,229744
2024-05-09T04:25:30.000000+00:00,230549
2024-05-09T04:26:00.000000+00:00,231474
2024-05-09T04:26:30.000000+00:00,232460
2024-05-09T04:27:00.000000+00:00,233419
2024-05-09T04:27:30.000000+00:00,234483
2024-05-09T04:28:00.000000+00:00,235389
2024-05-09T04:28:30.000000+00:00,236598
2024-05-09T04:29:00.000000+00:00,237485
2024-05-09T04:29:30.000000+00:00,238997
2024-05-09T04:30:00.000000+00:00,240121
2024-05-09T04:30:30.000000+00:00,240979
2024-05-09T04:31:00.000000+00:00,241822
2024-05-09T04:31:30.000000+00:00,242998
2024-05-09T04:32:00.000000+00:00,244047
2024-05-09T04:32:30.000000+00:00,245289
2024-05-09T04:33:00.000000+00:00,246478
2024-05-09T04:33:30.000000+00:00,247543
2024-05-09T04:34:00.000000+00:00,248431
2024-05-09T04:34:30.000000+00:00,249158
2024-05-09T04:35:00.000000+00:00,250068
2024-05-09T04:35:30.000000+00:00,251207
2024-05-09T04:36:00.000000+00:00,252190
2024-05-09T04:36:30.000000+00:00,252859
2024-05-09T04:37:00.000000+00:00,253797
2024-05-09T04:37:30.000000+00:00,254773
2024-05-09T04:38:00.000000+00:00,255500
2024-05-09T04:38:30.000000+00:00,256449
2024-05-09T04:39:00.000000+00:00,257401
2024-05-09T04:39:30.000000+00:00,258140
2024-05-09T04:40:00.000000+00:00,259210
2024-05-09T04:40:30.000000+00:00,260352
2024-05-09T04:41:00.000000+00:00,261626
2024-05-09T04:41:30.000000+00:00,262917
2024-05-09T04:42:00.000000+00:00,263735
2024-05-09T04:42:30.000000+00:00,264646
2024-05-09T04:43:00.000000+00:00,265843
2024-05-09T04:43:30.000000+00:00,267026
2024-05-09T04:44:00.000000+00:00,268187
2024-05-09T04:44:30.000000+00:00,269987
2024-05-09T04:45:00.000000+00:00,271100
2024-05-09T04:45:30.000000+00:00,272295
2024-05-09T04:46:00.000000+00:00,273426
2024-05-09T04:46:30.000000+00:00,274474
2024-05-09T04:47:00.000000+00:00,275315
2024-05-09T04:47:30.000000+00:00,276366
2024-05-09T04:48:00.000000+00:00,277115
2024-05-09T04:48:30.000000+00:00,277986
2024-05-09T04:49:00.000000+00:00,278829
2024-05-09T04:49:30.000000+00:00,279813
2024-05-09T04:50:00.000000+00:00,281275
2024-05-09T04:50:30.000000+00:00,281931
2024-05-09T04:51:00.000000+00:00,283126
2024-05-09T04:51:30.000000+00:00,283883
2024-05-09T04:52:00.000000+00:00,284883
2024-05-09T04:52:30.000000+00:00,286200
2024-05-09T04:53:00.000000+00:00,287307
2024-05-09T04:53:30.000000+00:00,288171
2024-05-09T04:54:00.000000+00:00,289086
2024-05-09T04:54:30.000000+00:00,290252
2024-05-09T04:55:00.000000+00:00,291105
2024-05-09T04:55:30.000000+00:00,292116
2024-05-09T04:56:00.000000+00:00,293065
2024-05-09T04:56:30.000000+00:00,293853
2024-05-09T04:57:00.000000+00:00,295186
2024-05-09T04:57:30.000000+00:00,296212
2024-05-09T04:58:00.000000+00:00,296711
2024-05-09T04:58:30.000000+00:00,297666
2024-05-09T04:59:00.000000+00:00,298474
2024-05-09T04:59:30.000000+00:00,299612
2024-05-09T05:00:00.000000+00:00,300452
2024-05-09T05:00:30.000000+00:00,301459
2024-05-09T05:01:00.000000+00:00,302618
2024-05-09T05:01:30.000000+00:00,303871
2024-05-09T05:02:00.000000+00:00,304725
2024-05-09T05:02:30.000000+00:00,305757
2024-05-09T05:03:00.000000+00:00,306756
2024-05-09T05:03:30.000000+00:00,307705
2024-05-09T05:04:00.000000+00:00,309116
2024-05-09T05:04:30.000000+00:00,310227
2024-05-09T05:05:00.000000+00:00,310974
2024-05-09T05:05:30.000000+00:00,312126
2024-05-09T05:06:00.000000+00:00,313491
2024-05-09T05:06:30.000000+00:00,314615
2024-05-09T05:07:00.000000+00:00,315215
2024-05-09T05:07:30.000000+00:00,316017
2024-05-09T05:08:00.000000+00:00,317174
2024-05-09T05:08:30.000000+00:00,317950
2024-05-09T05:09:00.000000+00:00,318979
2024-05-09T05:09:30.000000+00:00,320102
2024-05-09T05:10:00.000000+00:00,320915
2024-05-09T05:10:30.000000+00:00,321933
2024-05-09T05:11:00.000000+00:00,322342
2024-05-09T05:11:30.000000+00:00,323217
2024-05-09T05:12:00.000000+00:00,324260
2024-05-09T05:12:30.000000+00:00,325109
2024-05-09T05:13:00.000000+00:00,326529
2024-05-09T05:13:30.000000+00:00,327323
2024-05-09T05:14:00.000000+00:00,328293
2024-05-09T05:14:30.000000+00:00,329349
2024-05-09T05:15:00.000000+00:00,330636
2024-05-09T05:15:30.000000+00:00,331317
2024-05-09T05:16:00.000000+00:00,332490
2024-05-09T05:16:30.000000+00:00,333410
2024-05-09T05:17:00.000000+00:00,334117
2024-05-09T05:17:30.000000+00:00,335108
2024-05-09T05:18:00.000000+00:00,336052
2024-05-09T05:18:30.000000+00:00,336850
2024-05-09T05:19:00.000000+00:00,337804
2024-05-09T05:19:30.000000+00:00,338695
2024-05-09T05:20:00.000000+00:00,339717
2024-05-09T05:20:30.000000+00:00,340879
2024-05-09T05:21:00.000000+00:00,342254
2024-05-09T05:21:30.000000+00:00,343086
2024-05-09T05:22:00.000000+00:00,344607
2024-05-09T05:22:30.000000+00:00,345315
2024-05-09T05:23:00.000000+00:00,346379
2024-05-09T05:23:30.000000+00:00,347576
2024-05-09T05:24:00.000000+00:00,348690
2024-05-09T05:24:30.000000+00:00,349595
2024-05-09T05:25:00.000000+00:00,350552
2024-05-09T05:25:30.000000+00:00,351421
2024-05-09T05:26:00.000000+00:00,352243
2024-05-09T05:26:30.000000+00:00,353331
2024-05-09T05:27:00.000000+00:00,354306
2024-05-09T05:27:30.000000+00:00,355066
2024-05-09T05:28:00.000000+00:00,356150
2024-05-09T05:28:30.000000+00:00,357129
2024-05-09T05:29:00.000000+00:00,358232
2024-05-09T05:29:30.000000+00:00,359326
2024-05-09T05:30:00.000000+00:00,360159
2024-05-09T05:30:30.000000+00:00,361077
2024-05-09T05:31:00.000000+00:00,362284
2024-05-09T05:31:30.000000+00:00,363486
2024-05-09T05:32:00.000000+00:00,364576
2024-05-09T05:32:30.000000+00:00,365698
2024-05-09T05:33:00.000000+00:00,367048
2024-05-09T05:33:30.000000+00:00,368009
2024-05-09T05:34:00.000000+00:00,369176
2024-05-09T05:34:30.000000+00:00,370165
2024-05-09T05:35:00.000000+00:00,371120
2024-05-09T05:35:30.000000+00:00,372308
2024-05-09T05:36:00.000000+00:00,373413
2024-05-09T05:36:30.000000+00:00,374494
2024-05-09T05:37:00.000000+00:00,375659
2024-05-09T05:37:30.000000+00:00,376562
2024-05-09T05:38:00.000000+00:00,377602
2024-05-09T05:38:30.000000+00:00,378458
2024-05-09T05:39:00.000000+00:00,379463
2024-05-09T05:39:30.000000+00:00,380405
2024-05-09T05:40:00.000000+00:00,381423
2024-05-09T05:40:30.000000+00:00,382572
2024-05-09T05:41:00.000000+00:00,383466
2024-05-09T05:41:30.000000+00:00,384964
2024-05-09T05:42:00.000000+00:00,385857
2024-05-09T05:42:30.000000+00:00,386713
2024-05-09T05:43:00.000000+00:00,388039
2024-05-09T05:43:30.000000+00:00,389277
2024-05-09T05:44:00.000000+00:00,390459
2024-05-09T05:44:30.000000+00:00,391614
2024-05-09T05:45:00.000000+00:00,392610
2024-05-09T05:45:30.000000+00:00,393399
2024-05-09T05:46:00.000000+00:00,394354
2024-05-09T05:46:30.000000+00:00,395137
2024-05-09T05:47:00.000000+00:00,396236
2024-05-09T05:47:30.000000+00:00,397105
2024-05-09T05:48:00.000000+00:00,397844
2024-05-09T05:48:30.000000+00:00,398698
2024-05-09T05:49:00.000000+00:00,399721
2024-05-09T05:49:30.000000+00:00,400576
2024-05-09T05:50:00.000000+00:00,401410
2024-05-09T05:50:30.000000+00:00,402489
2024-05-09T05:51:00.000000+00:00,403596
2024-05-09T05:51:30.000000+00:00,404574
2024-05-09T05:52:00.000000+00:00,405574
2024-05-09T05:52:30.000000+00:00,406719
2024-05-09T05:53:00.000000+00:00,407523
2024-05-09T05:53:30.000000+00:00,408321
2024-05-09T05:54:00.000000+00:00,409235
2024-05-09T05:54:30.000000+00:00,410222
2024-05-09T05:55:00.000000+00:00,411283
2024-05-09T05:55:30.000000+00:00,412546
2024-05-09T05:56:00.000000+00:00,413658
2024-05-09T05:56:30.000000+00:00,414544
2024-05-09T05:57:00.000000+00:00,415444
2024-05-09T05:57:30.000000+00:00,416142
2024-05-09T05:58:00.000000+00:00,417042
2024-05-09T05:58:30.000000+00:00,417902
2024-05-09T05:59:00.000000+00:00,418907
2024-05-09T05:59:30.000000+00:00,419710
2024-05-09T06:00:00.000000+00:00,420813
2024-05-09T06:00:30.000000+00:00,422149
2024-05-09T06:01:00.000000+00:00,423185
2024-05-09T06:01:30.000000+00:00,424345
2024-05-09T06:02:00.000000+00:00,425577
2024-05-09T06:02:30.000000+00:00,426596
2024-05-09T06:03:00.000000+00:00,427735
2024-05-09T06:03:30.000000+00:00,428817
2024-05-09T06:04:00.000000+00:00,429894
2024-05-09T06:04:30.000000+00:00,430769
2024-05-09T06:05:00.000000+00:00,431773
2024-05-09T06:05:30.000000+00:00,432841
2024-05-09T06:06:00.000000+00:00,434071
2024-05-09T06:06:30.000000+00:00,435181
2024-05-09T06:07:00.000000+00:00,436515
2024-05-09T06:07:30.000000+00:00,437260
2024-05-09T06:08:00.000000+00:00,438338
2024-05-09T06:08:30.000000+00:00,439293
2024-05-09T06:09:00.000000+00:00,440671
2024-05-09T06:09:30.000000+00:00,441477
2024-05-09T06:10:00.000000+00:00,442308
2024-05-09T06:10:30.000000+00:00,443218
2024-05-09T06:11:00.000000+00:00,443851
2024-05-09T06:11:30.000000+00:00,444826
2024-05-09T06:12:00.000000+00:00,445768
2024-05-09T06:12:30.000000+00:00,446897
2024-05-09T06:13:00.000000+00:00,448059
2024-05-09T06:13:30.000000+00:00,449514
2024-05-09T06:14:00.000000+00:00,450762
2024-05-09T06:14:30.000000+00:00,451676
2024-05-09T06:15:00.000000+00:00,452495
2024-05-09T06:15:30.000000+00:00,453561
2024-05-09T06:16:00.000000+00:00,454237
2024-05-09T06:16:30.000000+00:00,455521
2024-05-09T06:17:00.000000+00:00,456661
2024-05-09T06:17:30.000000+00:00,457466
2024-05-09T06:18:00.000000+00:00,458027
2024-05-09T06:18:30.000000+00:00,459216
2024-05-09T06:19:00.000000+00:00,460133
2024-05-09T06:19:30.000000+00:00,461349
2024-05-09T06:20:00.000000+00:00,462029
2024-05-09T06:20:30.000000+00:00,462939
2024-05-09T06:21:00.000000+00:00,463998
2024-05-09T06:21:30.000000+00:00,465087
2024-05-09T06:22:00.000000+00:00,466091
2024-05-09T06:22:30.000000+00:00,467314
2024-05-09T06:23:00.000000+00:00,468194
2024-05-09T06:23:30.000000+00:00,469245
2024-05-09T06:24:00.000000+00:00,470327
2024-05-09T06:24:30.000000+00:00,471460
2024-05-09T06:25:00.000000+00:00,472601
2024-05-09T06:25:30.000000+00:00,473344
2024-05-09T06:26:00.000000+00:00,473977
2024-05-09T06:26:30.000000+00:00,475151
2024-05-09T06:27:00.000000+00:00,476121
2024-05-09T06:27:30.000000+00:00,476870
2024-05-09T06:28:00.000000+00:00,478084
2024-05-09T06:28:30.000000+00:00,479025
2024-05-09T06:29:00.000000+00:00,480201
2024-05-09T06:29:30.000000+00:00,481182
2024-05-09T06:30:00.000000+00:00,482593
2024-05-09T06:30:30.000000+00:00,483974
2024-05-09T06:31:00.000000+00:00,484982
2024-05-09T06:31:30.000000+00:00,486256
2024-05-09T06:32:00.000000+00:00,487479
2024-05-09T06:32:30.000000+00:00,488852
2024-05-09T06:33:00.000000+00:00,489753
2024-05-09T06:33:30.000000+00:00,490970
2024-05-09T06:34:00.000000+00:00,492239
2024-05-09T06:34:30.000000+00:00,492917
2024-05-09T06:35:00.000000+00:00,493679
2024-05-09T06:35:30.000000+00:00,494239
2024-05-09T06:36:00.000000+00:00,495125
2024-05-09T06:36:30.000000+00:00,496186
2024-05-09T06:37:00.000000+00:00,497390
2024-05-09T06:37:30.000000+00:00,498304
2024-05-09T06:38:00.000000+00:00,499533
2024-05-09T06:38:30.000000+00:00,500175
2024-05-09T06:39:00.000000+00:00,500774
2024-05-09T06:39:30.000000+00:00,501731
2024-05-09T06:40:00.000000+00:00,502807
2024-05-09T06:40:30.000000+00:00,503830
2024-05-09T06:41:00.000000+00:00,504474
2024-05-09T06:41:30.000000+00:00,505536
2024-05-09T06:42:00.000000+00:00,506369
2024-05-09T06:42:30.000000+00:00,507602
2024-05-09T06:43:00.000000+00:00,508769
2024-05-09T06:43:30.000000+00:00,509661
2024-05-09T06:44:00.000000+00:00,510616
2024-05-09T06:44:30.000000+00:00,511434
2024-05-09T06:45:00.000000+00:00,512420
2024-05-09T06:45:30.000000+00:00,513579
2024-05-09T06:46:00.000000+00:00,514322
2024-05-09T06:46:30.000000+00:00,515341
2024-05-09T06:47:00.000000+00:00,516139
2024-05-09T06:47:30.000000+00:00,516879
2024-05-09T06:48:00.000000+00:00,517761
2024-05-09T06:48:30.000000+00:00,518472
2024-05-09T06:49:00.000000+00:00,519301
2024-05-09T06:49:30.000000+00:00,520029
2024-05-09T06:50:00.000000+00:00,521421
2024-05-09T06:50:30.000000+00:00,522458
2024-05-09T06:51:00.000000+00:00,523376
2024-05-09T06:51:30.000000+00:00,524499
2024-05-09T06:52:00.000000+00:00,525571
2024-05-09T06:52:30.000000+00:00,526626
2024-05-09T06:53:00.000000+00:00,527843
2024-05-09T06:53:30.000000+00:00,529074
2024-05-09T06:54:00.000000+00:00,530026
2024-05-09T06:54:30.000000+00:00,530941
2024-05-09T06:55:00.000000+00:00,531885
2024-05-09T06:55:30.000000+00:00,532393
2024-05-09T06:56:00.000000+00:00,533030
2024-05-09T06:56:30.000000+00:00,534221
2024-05-09T06:57:00.000000+00:00,535454
2024-05-09T06:57:30.000000+00:00,536303
2024-05-09T06:58:00.000000+00:00,537322
2024-05-09T06:58:30.000000+00:00,538302
2024-05-09T06:59:00.000000+00:00,539858
2024-05-09T06:59:30.000000+00:00,541050
2024-05-09T07:00:00.000000+00:00,542023
2024-05-09T07:00:30.000000+00:00,542862
2024-05-09T07:01:00.000000+00:00,543598
2024-05-09T07:01:30.000000+00:00,544718
2024-05-09T07:02:00.000000+00:00,545661
2024-05-09T07:02:30.000000+00:00,546475
2024-05-09T07:03:00.000000+00:00,547440
2024-05-09T07:03:30.000000+00:00,548303
2024-05-09T07:04:00.000000+00:00,549698
2024-05-09T07:04:30.000000+00:00,550904
2024-05-09T07:05:00.000000+00:00,551901
2024-05-09T07:05:30.000000+00:00,553165
2024-05-09T07:06:00.000000+00:00,554121
2024-05-09T07:06:30.000000+00:00,554867
2024-05-09T07:07:00.000000+00:00,556075
2024-05-09T07:07:30.000000+00:00,557082
2024-05-09T07:08:00.000000+00:00,557778
2024-05-09T07:08:30.000000+00:00,558658
2024-05-09T07:09:00.000000+00:00,559423
2024-05-09T07:09:30.000000+00:00,560114
2024-05-09T07:10:00.000000+00:00,561298
2024-05-09T07:10:30.000000+00:00,562710
2024-05-09T07:11:00.000000+00:00,563488
2024-05-09T07:11:30.000000+00:00,564680
2024-05-09T07:12:00.000000+00:00,565644
2024-05-09T07:12:30.000000+00:00,566645
2024-05-09T07:13:00.000000+00:00,567621
2024-05-09T07:13:30.000000+00:00,568528
2024-05-09T07:14:00.000000+00:00,569595
2024-05-09T07:14:30.000000+00:00,570459
2024-05-09T07:15:00.000000+00:00,571512
2024-05-09T07:15:30.000000+00:00,572470
2024-05-09T07:16:00.000000+00:00,573362
2024-05-09T07:16:30.000000+00:00,574098
2024-05-09T07:17:00.000000+00:00,574886
2024-05-09T07:17:30.000000+00:00,575936
2024-05-09T07:18:00.000000+00:00,576940
2024-05-09T07:18:30.000000+00:00,577662
2024-05-09T07:19:00.000000+00:00,578622
2024-05-09T07:19:30.000000+00:00,579740
2024-05-09T07:20:00.000000+00:00,580405
2024-05-09T07:20:30.000000+00:00,581543
2024-05-09T07:21:00.000000+00:00,582468
2024-05-09T07:21:30.000000+00:00,583662
2024-05-09T07:22:00.000000+00:00,584603
2024-05-09T07:22:30.000000+00:00,585341
2024-05-09T07:23:00.000000+00:00,586109
2024-05-09T07:23:30.000000+00:00,587198
2024-05-09T07:24:00.000000+00:00,588308
2024-05-09T07:24:30.000000+00:00,589157
2024-05-09T07:25:00.000000+00:00,590284
2024-05-09T07:25:30.000000+00:00,590920
2024-05-09T07:26:00.000000+00:00,591847
2024-05-09T07:26:30.000000+00:00,592523
2024-05-09T07:27:00.000000+00:00,593296
2024-05-09T07:27:30.000000+00:00,594204
2024-05-09T07:28:00.000000+00:00,594936
2024-05-09T07:28:30.000000+00:00,595777
2024-05-09T07:29:00.000000+00:00,596918
2024-05-09T07:29:30.000000+00:00,597771
2024-05-09T07:30:00.000000+00:00,598937
2024-05-09T07:30:30.000000+00:00,599741
2024-05-09T07:31:00.000000+00:00,600905
2024-05-09T07:31:30.000000+00:00,602273
2024-05-09T07:32:00.000000+00:00,602873
2024-05-09T07:32:30.000000+00:00,603813
2024-05-09T07:33:00.000000+00:00,605022
2024-05-09T07:33:30.000000+00:00,606061
2024-05-09T07:34:00.000000+00:00,607193
2024-05-09T07:34:30.000000+00:00,608102
2024-05-09T07:35:00.000000+00:00,609118
2024-05-09T07:35:30.000000+00:00,610055
2024-05-09T07:36:00.000000+00:00,611229
2024-05-09T07:36:30.000000+00:00,612198
2024-05-09T07:37:00.000000+00:00,613169
2024-05-09T07:37:30.000000+00:00,613986
2024-05-09T07:38:00.000000+00:00,614792
2024-05-09T07:38:30.000000+00:00,615623
2024-05-09T07:39:00.000000+00:00,616642
2024-05-09T07:39:30.000000+00:00,617526
2024-05-09T07:40:00.000000+00:00,618583
2024-05-09T07:40:30.000000+00:00,620028
2024-05-09T07:41:00.000000+00:00,621260
2024-05-09T07:41:30.000000+00:00,622275
2024-05-09T07:42:00.000000+00:00,623609
2024-05-09T07:42:30.000000+00:00,624626
2024-05-09T07:43:00.000000+00:00,625312
2024-05-09T07:43:30.000000+00:00,626190
2024-05-09T07:44:00.000000+00:00,626873
2024-05-09T07:44:30.000000+00:00,627832
2024-05-09T07:45:00.000000+00:00,628835
2024-05-09T07:45:30.000000+00:00,630138
2024-05-09T07:46:00.000000+00:00,631143
2024-05-09T07:46:30.000000+00:00,632017
2024-05-09T07:47:00.000000+00:00,633087
2024-05-09T07:47:30.000000+00:00,633544
2024-05-09T07:48:00.000000+00:00,634495
2024-05-09T07:48:30.000000+00:00,635567
2024-05-09T07:49:00.000000+00:00,636211
2024-05-09T07:49:30.000000+00:00,637408
2024-05-09T07:50:00.000000+00:00,638475
2024-05-09T07:50:30.000000+00:00,639422
2024-05-09T07:51:00.000000+00:00,640606
2024-05-09T07:51:30.000000+00:00,642140
2024-05-09T07:52:00.000000+00:00,643270
2024-05-09T07:52:30.000000+00:00,644419
2024-05-09T07:53:00.000000+00:00,645421
2024-05-09T07:53:30.000000+00:00,646331
2024-05-09T07:54:00.000000+00:00,647555
2024-05-09T07:54:30.000000+00:00,648414
2024-05-09T07:55:00.000000+00:00,649427
2024-05-09T07:55:30.000000+00:00,650299
2024-05-09T07:56:00.000000+00:00,651335
2024-05-09T07:56:30.000000+00:00,652320
2024-05-09T07:57:00.000000+00:00,653431
2024-05-09T07:57:30.000000+00:00,654228
2024-05-09T07:58:00.000000+00:00,655078
2024-05-09T07:58:30.000000+00:00,655800
2024-05-09T07:59:00.000000+00:00,656651
2024-05-09T07:59:30.000000+00:00,657694
2024-05-09T08:00:00.000000+00:00,658844
2024-05-09T08:00:30.000000+00:00,659689
2024-05-09T08:01:00.000000+00:00,660921
2024-05-09T08:01:30.000000+00:00,662272
2024-05-09T08:02:00.000000+00:00,663449
2024-05-09T08:02:30.000000+00:00,664923
2024-05-09T08:03:00.000000+00:00,665862
