sid,"splunk_server","_time","is_realtime",provenance,search,"adhoc_search_level","event_count","exec_time","result_count","scan_count",status,"total_run_time","api_index_et","api_index_lt","savedsearch_name","__mv_sid","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_search","__mv_adhoc_search_level","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name"
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918044.6199",server,"1715918044.615202",0,splunkjs," | from inputlookup:complete_numbers.csv | search source=""xr-1"" AND interface_name=""GigabitEthernet0/0/0/0""
| eval _time = strptime(_time, ""%Y-%m-%d %H:%M:%S"")
| bucket _time span=1m
| stats avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" by _time",smart,0,1715918044,0,0,completed,"0.11",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918088.6227",server,"1715918088.613657",0,splunkjs," | from inputlookup:complete_numbers.csv | search source=""xr-1"" AND interface_name=""GigabitEthernet0/0/0/0""
| eval _time = strptime(_time, ""%Y-%m-%d %H:%M:%S"")
| bucket _time span=1m
| mstats avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" by _time",smart,0,1715918088,0,0,canceled,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918088.6228",server,"1715918088.644742",0,splunkjs," | from inputlookup:complete_numbers.csv | search source=""xr-1"" AND interface_name=""GigabitEthernet0/0/0/0""
| eval _time = strptime(_time, ""%Y-%m-%d %H:%M:%S"")
| bucket _time span=1m
| mstats avg(""infra-statistics.packets_received"") as ""Rate (Avg) /s"" by _time",smart,0,1715918088,0,0,failed,"0.013000000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918170.6262",server,"1715918170.208177",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918170,0,0,canceled,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918170.6263",server,"1715918170.238448",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918170,0,0,canceled,"0.004",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918178.6266",server,"1715918178.446361",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918178,0,0,canceled,"0.062",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918178.6267",server,"1715918178.465298",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918178,0,0,completed,"0.138",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918402.6368",server,"1715918402.247457",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918402,0,0,canceled,"0.203",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918402.6369",server,"1715918402.286071",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918402,5000,0,canceled,"0.7000000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918419.6394",server,"1715918419.890695",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918419,5000,0,canceled,"0.06",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918420.6396",server,"1715918420.918516",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918420,5000,0,canceled,"0.051000000000000004",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918421.6397",server,"1715918421.801082",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918421,5000,0,canceled,"0.054",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918426.6398",server,"1715918426.286920",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918426,5000,0,canceled,"0.049",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918426.6399",server,"1715918426.530171",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")",smart,0,1715918426,5000,0,completed,"0.048",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918437.6400",server,"1715918437.666000",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time",smart,0,1715918437,5000,0,canceled,"0.07100000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918437.6401",server,"1715918437.697865",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time",smart,0,1715918437,5000,0,canceled,"0.075",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918456.6404",server,"1715918456.196660",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last('metric_name:infra-statistics.packets_received') as prev_packets",smart,0,1715918456,5000,0,canceled,"0.062",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918456.6405",server,"1715918456.228007",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last('metric_name:infra-statistics.packets_received') as prev_packets",smart,0,1715918456,5000,0,completed,"0.07200000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918488.6435",server,"1715918488.213205",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff)",smart,0,1715918488,0,0,canceled,"0.083",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918488.6436",server,"1715918488.242291",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff)",smart,0,1715918488,0,0,completed,"0.075",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918523.6441",server,"1715918523.412311",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918523,0,0,canceled,"0.198",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918523.6442",server,"1715918523.445099",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918523,5000,0,canceled,"0.325",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918545.6464",server,"1715918545.444463",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918545,5000,0,canceled,"0.105",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918546.6465",server,"1715918546.350816",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918546,5000,0,completed,"0.062",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918554.6472",server,"1715918554.740226",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918554,5000,0,completed,"0.07200000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918601.6482",server,"1715918601.061726",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0",smart,0,1715918601,0,0,canceled,"0.073",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918601.6483",server,"1715918601.112378",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0",smart,0,1715918601,0,0,completed,"0.10200000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918646.6508",server,"1715918646.766237",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff",smart,0,1715918646,0,0,canceled,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918646.6509",server,"1715918646.807756",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff",smart,0,1715918646,0,0,canceled,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918655.6512",server,"1715918655.416936",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff",smart,0,1715918655,5000,0,canceled,"0.067",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918655.6513",server,"1715918655.451151",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff",smart,0,1715918655,5000,0,completed,"0.075",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918676.6534",server,"1715918676.840372",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918676,0,0,canceled,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918676.6535",server,"1715918676.898363",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918676,0,0,canceled,"0.004",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918693.6543",server,"1715918693.059686",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m",smart,0,1715918693,0,0,canceled,"0.004",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918693.6544",server,"1715918693.090343",0,splunkjs," | from inputlookup:complete_numbers.csv | inputlookup complete_numbers.csv
| eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m",smart,0,1715918693,0,0,failed,"0.003",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918705.6547",server,"1715918705.216891",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918705,2500,0,canceled,"0.114",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918705.6548",server,"1715918705.261819",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715918705,2500,0,completed,"0.125",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918745.6571",server,"1715918745.936474",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918745,5000,0,canceled,"0.07200000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918745.6572",server,"1715918745.984330",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets",smart,0,1715918746,5000,0,completed,"0.126",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918860.6616",server,"1715918860.841201",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets",smart,0,1715918860,5000,0,canceled,"0.068",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715918860.6617",server,"1715918860.880618",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| streamstats current=f window=1 last(_time) as prev_time last('metric_name:infra-statistics.packets_received') as prev_packets",smart,0,1715918860,5000,0,completed,"0.07100000000000001",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919311.6837",server,"1715919311.514452",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| table _time, interface_name, packets_received, prev_packets",smart,0,1715919311,5000,0,canceled,"0.098",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919311.6838",server,"1715919311.559749",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| table _time, interface_name, packets_received, prev_packets",smart,0,1715919311,5000,0,completed,"0.105",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919378.6871",server,"1715919378.369781",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919378,0,0,canceled,"0.121",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
"admin__admin_U3BsdW5rX01MX1Rvb2xraXQ__RMD59dc288cc44d9c406_1715919378.6872",server,"1715919378.399332",0,splunkjs," | from inputlookup:complete_numbers.csv | eval _time = strptime(_time, ""%FT%T.%Q%:z"")
| sort 0 _time
| eval packets_received = 'metric_name:infra-statistics.packets_received'
| streamstats current=f window=1 last(packets_received) as prev_packets
| eval time_diff = _time - prev_time
| eval packets_diff = 'metric_name:infra-statistics.packets_received' - prev_packets
| where isnotnull(packets_diff) AND packets_diff >= 0
| eval ""Rate (Avg) /s"" = packets_diff / time_diff
| bucket _time span=1m
| stats avg(""Rate (Avg) /s"") as ""Rate (Avg) /s"" by _time, interface_name",smart,0,1715919378,2500,0,completed,"0.12",0,0,"cc823c79-1da1-4dd3-b47a-ac7d51dcc762",,,,,,,,,,,,,,,,
